Protein.Group,Protein.Names,Genes,First.Protein.Description,Bt1_DIA,Bt2_DIA,Bt3_DIA,STS1_DIA,STS2_DIA,STS3_DIA,Average Bt,Average ST,Fold Change,log2 Fold Change ST
Q9P0I2,EMC3_HUMAN,EMC3,ER membrane protein complex subunit 3,673663,607653,1020000,628205,1180000,513958,767105.333333333,774054.333333333,1.00905872987456,0.0130101455374278
Q9P0J0,NDUAD_HUMAN,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,24713.4,24713.4,36776.1,1,1,1,28734.3,1,0.0000348016134027973,-14.8104862834703
Q9P0J7,KCMF1_HUMAN,KCMF1,E3 ubiquitin-protein ligase KCMF1,184005,165043,165043,173777,231441,173777,171363.666666667,192998.333333333,1.12625002188328,0.171527134070696
Q9P0L0,VAPA_HUMAN,VAPA,Vesicle-associated membrane protein-associated protein A,1770000,1820000,2100000,1780000,2020000,1570000,1896666.66666667,1790000,0.943760984182777,-0.0835065643211694
Q9P0M9,RM27_HUMAN,MRPL27,Large ribosomal subunit protein bL27m,344919,337994,312366,269518,222005,239467,331759.666666667,243663.333333333,0.734457373259156,-0.445249333407638
Q9P1F3,ABRAL_HUMAN,ABRACL,Costars family protein ABRACL,252549,451358,332229,155677,264416,302352,345378.666666667,240815,0.697249202807353,-0.520253715123248
Q9P253,VPS18_HUMAN,VPS18,Vacuolar protein sorting-associated protein 18 homolog,94996.2,98547.6,112686,78902.8,104395,111114,102076.6,98137.2666666667,0.961408066752485,-0.056779186340843
Q9P258,RCC2_HUMAN,RCC2,Protein RCC2,1970000,2300000,2200000,2070000,2160000,2740000,2156666.66666667,2323333.33333333,1.07727975270479,0.107392943875916
Q9P260,RELCH_HUMAN,RELCH,RAB11-binding protein RELCH,96939.5,104323,106659,169713,112708,215837,102640.5,166086,1.61813319303784,0.694330364891787
Q9P265,DIP2B_HUMAN,DIP2B,Disco-interacting protein 2 homolog B,1020000,1020000,1110000,1090000,1090000,1090000,1050000,1090000,1.03809523809524,0.0539388071108038
Q9P287,BCCIP_HUMAN,BCCIP,BRCA2 and CDKN1A-interacting protein,3920000,2860000,3520000,4360000,2910000,3040000,3433333.33333333,3436666.66666667,1.00097087378641,0.00139999529752739
Q9P289,STK26_HUMAN,STK26,Serine/threonine-protein kinase 26,2190000,2030000,2220000,2290000,2370000,2590000,2146666.66666667,2416666.66666667,1.12577639751553,0.17092030678768
Q9P2B2,FPRP_HUMAN,PTGFRN,Prostaglandin F2 receptor negative regulator,450798,377099,417093,394512,548638,420810,414996.666666667,454653.333333333,1.0955590004739,0.131667181634421
Q9P2E9,RRBP1_HUMAN,RRBP1,Ribosome-binding protein 1,741918,1230000,1010000,607638,1120000,790604,993972.666666667,839414,0.844504107758832,-0.243823654419751
Q9P2I0,CPSF2_HUMAN,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,1180000,1190000,1120000,1280000,1250000,1020000,1163333.33333333,1183333.33333333,1.01719197707736,0.0245919881823921
Q9P2J5,SYLC_HUMAN,LARS1,"Leucine--tRNA ligase, cytoplasmic",4360000,4250000,4390000,4030000,4280000,3920000,4333333.33333333,4076666.66666667,0.940769230769231,-0.0880872193884302
Q9P2K5,MYEF2_HUMAN,MYEF2,Myelin expression factor 2,530701,538456,578493,602478,441252,349593,549216.666666667,464441,0.845642581859011,-0.241880070236186
Q9P2N5,RBM27_HUMAN,RBM27,RNA-binding protein 27,421255,377891,469682,349561,373385,352880,422942.666666667,358608.666666667,0.847889548465198,-0.238051752575192
Q9P2R3,ANFY1_HUMAN,ANKFY1,Rabankyrin-5,651239,722935,723788,663132,866267,847031,699320.666666667,792143.333333333,1.13273262337449,0.179807359433311
Q9P2R7,SUCB1_HUMAN,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",1850000,1800000,1470000,1740000,2150000,1830000,1706666.66666667,1906666.66666667,1.1171875,0.159871336778389
Q9P2S5,WRP73_HUMAN,WRAP73,WD repeat-containing protein WRAP73,963162,1160000,963162,922583,1060000,922583,1028774.66666667,968388.666666667,0.941302986983868,-0.0872689219211151
Q9P2T1,GMPR2_HUMAN,GMPR2,GMP reductase 2,516156,550954,557954,712276,500535,655208,541688,622673,1.14950488103853,0.201012592054469
Q9P2W9,STX18_HUMAN,STX18,Syntaxin-18,567997,823208,755641,790215,338197,941019,715615.333333333,689810.333333333,0.9639401242567,-0.0529845595532064
Q9P2X0,DPM3_HUMAN,DPM3,Dolichol-phosphate mannosyltransferase subunit 3,8230000,6350000,6350000,6580000,6580000,6580000,6976666.66666667,6580000,0.94314381270903,-0.0844503217993116
Q9P2X3,IMPCT_HUMAN,IMPACT,Protein IMPACT,86089.9,143343,78505.2,117119,133758,108314,102646.033333333,119730.333333333,1.16643896939028,0.222110824371923
Q9UBB4,ATX10_HUMAN,ATXN10,Ataxin-10,2380000,2260000,2120000,2100000,2110000,2170000,2253333.33333333,2126666.66666667,0.943786982248521,-0.0834668225173152
Q9UBB6,NCDN_HUMAN,NCDN,Neurochondrin,1920000,2140000,1700000,2100000,1900000,1680000,1920000,1893333.33333333,0.986111111111111,-0.0201778819376304
Q9UBB9,TFP11_HUMAN,TFIP11,Tuftelin-interacting protein 11,1090000,885970,943185,981603,1050000,637834,973051.666666667,889812.333333333,0.914455381780002,-0.129015315350862
Q9UBC2,EP15R_HUMAN,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,1030000,839996,1000000,946095,1060000,880553,956665.333333333,962216,1.00580209867888,0.00834646882010678
Q9UBE0,SAE1_HUMAN,SAE1,SUMO-activating enzyme subunit 1,16600000,17400000,16900000,24100000,18400000,17400000,16966666.6666667,19966666.6666667,1.17681728880157,0.23489034671309
Q9UBF2,COPG2_HUMAN,COPG2,Coatomer subunit gamma-2,1570000,1490000,1430000,1650000,1630000,1810000,1496666.66666667,1696666.66666667,1.13363028953229,0.180950211334548
Q9UBI1,COMD3_HUMAN,COMMD3,COMM domain-containing protein 3,250976,310820,312251,240845,202891,328802,291349,257512.666666667,0.883863224746495,-0.178104960844063
Q9UBI6,GBG12_HUMAN,GNG12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,1310000,1180000,1120000,1100000,1680000,1080000,1203333.33333333,1286666.66666667,1.06925207756233,0.0966020103809097
Q9UBK9,UXT_HUMAN,UXT,Protein UXT,317790,317790,317790,304967,304967,304967,317790,304967,0.959649454041977,-0.0594205882953018
Q9UBL3,ASH2L_HUMAN,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,81391.6,19100.4,27282.2,205440,114655,252749,42591.4,190948,4.48325248759139,2.1645457513044
Q9UBM7,DHCR7_HUMAN,DHCR7,7-dehydrocholesterol reductase,730137,787311,920066,855119,1040000,796034,812504.666666667,897051,1.10405642798359,0.142813909699128
Q9UBP6,TRMB_HUMAN,METTL1,tRNA (guanine-N(7)-)-methyltransferase,770506,770506,770506,750487,750487,1060000,770506,853658,1.10791869239175,0.147852009196339
Q9UBQ0,VPS29_HUMAN,VPS29,Vacuolar protein sorting-associated protein 29,2090000,2240000,2150000,2250000,2000000,1920000,2160000,2056666.66666667,0.952160493827161,-0.0707233237352068
Q9UBQ5,EIF3K_HUMAN,EIF3K,Eukaryotic translation initiation factor 3 subunit K,8640000,6290000,5960000,6150000,5130000,7510000,6963333.33333333,6263333.33333333,0.899473432264241,-0.152847425647053
Q9UBQ7,GRHPR_HUMAN,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,1460000,1740000,1740000,1650000,1480000,1770000,1646666.66666667,1633333.33333333,0.991902834008097,-0.0117292925821072
Q9UBR2,CATZ_HUMAN,CTSZ,Cathepsin Z,1140000,1460000,1460000,1530000,1370000,1760000,1353333.33333333,1553333.33333333,1.14778325123153,0.198850227469104
Q9UBS4,DJB11_HUMAN,DNAJB11,DnaJ homolog subfamily B member 11,1730000,1470000,1480000,1540000,1480000,2810000,1560000,1943333.33333333,1.2457264957265,0.316987353617092
Q9UBS8,RNF14_HUMAN,RNF14,E3 ubiquitin-protein ligase RNF14,141322,101570,101570,128838,104909,91420.8,114820.666666667,108389.266666667,0.943987435479095,-0.0831604375170196
Q9UBT2,SAE2_HUMAN,UBA2,SUMO-activating enzyme subunit 2,9860000,10500000,10600000,9860000,9940000,9710000,10320000,9836666.66666667,0.953165374677003,-0.0692015507124032
Q9UBU8,MO4L1_HUMAN,MORF4L1,Mortality factor 4-like protein 1,770401,657043,622110,712053,673233,451513,683184.666666667,612266.333333333,0.896194489142516,-0.158116239755132
Q9UBU9,NXF1_HUMAN,NXF1,Nuclear RNA export factor 1,714954,488848,463866,260787,352332,133568,555889.333333333,248895.666666667,0.447743195887911,-1.15925658636871
Q9UBV2,SE1L1_HUMAN,SEL1L,Protein sel-1 homolog 1,641475,595360,763838,611192,730778,569611,666891,637193.666666667,0.955468984686653,-0.0657190519985916
Q9UBV8,PEF1_HUMAN,PEF1,Peflin,627759,679262,680772,711108,651528,597399,662597.666666667,653345,0.986035769318033,-0.0202881122986419
Q9UBW8,CSN7A_HUMAN,COPS7A,COP9 signalosome complex subunit 7a,709852,752239,750597,714280,738651,795775,737562.666666667,749568.666666667,1.01627793886892,0.0232950145030951
Q9UBX3,DIC_HUMAN,SLC25A10,Mitochondrial dicarboxylate carrier,557171,683166,669051,590257,425713,277867,636462.666666667,431279,0.67761869248157,-0.561454422137997
Q9UDR5,AASS_HUMAN,AASS,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",360436,335016,338999,287123,370011,417981,344817,358371.666666667,1.03930974014236,0.0556256773152193
Q9UDY2,ZO2_HUMAN,TJP2,Tight junction protein ZO-2,351433,309644,384152,291544,371645,286273,348409.666666667,316487.333333333,0.908377015945788,-0.138636891925485
Q9UDY8,MALT1_HUMAN,MALT1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,215654,172647,125602,144651,121460,167963,171301,144691.333333333,0.844661346596537,-0.243555062978382
Q9UEE9,CFDP1_HUMAN,CFDP1,Craniofacial development protein 1,1040000,778946,888092,1040000,1450000,1190000,902346,1226666.66666667,1.35941940970167,0.442990626780107
Q9UER7,DAXX_HUMAN,DAXX,Death domain-associated protein 6,661063,539710,616350,787294,896187,462340,605707.666666667,715273.666666667,1.18088924084941,0.23987365637713
Q9UEU0,VTI1B_HUMAN,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,259045,295641,237338,288352,281477,196776,264008,255535,0.967906275567407,-0.0470607398673653
Q9UEW8,STK39_HUMAN,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,1020000,937438,1120000,1070000,1120000,996447,1025812.66666667,1062149,1.03542199712878,0.0502188731197674
Q9UEY8,ADDG_HUMAN,ADD3,Gamma-adducin,462749,672522,563991,372638,447843,403354,566420.666666667,407945,0.720215599477891,-0.473499247031391
Q9UFN0,NPS3A_HUMAN,NIPSNAP3A,Protein NipSnap homolog 3A,462660,379721,356151,498958,519306,484663,399510.666666667,500975.666666667,1.25397319387384,0.32650650804535
Q9UG63,ABCF2_HUMAN,ABCF2,ATP-binding cassette sub-family F member 2,826606,1370000,776639,1210000,814186,520648,991081.666666667,848278,0.855911302297658,-0.224466796351466
Q9UGI8,TES_HUMAN,TES,Testin,2860000,3540000,3140000,3390000,3890000,3290000,3180000,3523333.33333333,1.10796645702306,0.147914205377171
Q9UGP4,LIMD1_HUMAN,LIMD1,LIM domain-containing protein 1,283512,283512,353092,244424,410433,371953,306705.333333333,342270,1.11595711845028,0.158281591515027
Q9UGP8,SEC63_HUMAN,SEC63,Translocation protein SEC63 homolog,787283,1100000,1040000,1200000,883023,822974,975761,968665.666666667,0.992728410611478,-0.0105290138466975
Q9UGV2,NDRG3_HUMAN,NDRG3,Protein NDRG3,535416,478005,432274,333595,541691,541270,481898.333333333,472185.333333333,0.979844296341898,-0.0293755811108063
Q9UHA4,LTOR3_HUMAN,LAMTOR3,Ragulator complex protein LAMTOR3,500463,428614,288852,590441,467199,419781,405976.333333333,492473.666666667,1.21306003880358,0.278650956510056
Q9UHB6,LIMA1_HUMAN,LIMA1,LIM domain and actin-binding protein 1,1230000,1260000,1300000,1080000,1370000,1330000,1263333.33333333,1260000,0.997361477572559,-0.00381161395001894
Q9UHB9,SRP68_HUMAN,SRP68,Signal recognition particle subunit SRP68,1550000,1460000,1410000,1580000,1720000,1620000,1473333.33333333,1640000,1.1131221719457,0.154611945947808
Q9UHD1,CHRD1_HUMAN,CHORDC1,Cysteine and histidine-rich domain-containing protein 1,2610000,2500000,2380000,2900000,2590000,3120000,2496666.66666667,2870000,1.14953271028037,0.201047518938093
Q9UHD2,TBK1_HUMAN,TBK1,Serine/threonine-protein kinase TBK1,110449,165133,118798,273004,197653,178461,131460,216372.666666667,1.64592017850804,0.718894371687272
Q9UHD8,SEPT9_HUMAN,SEPTIN9,Septin-9,239972,303080,374698,236216,289438,431791,305916.666666667,319148.333333333,1.04325251974939,0.0610884051213703
Q9UHD9,UBQL2_HUMAN,UBQLN2,Ubiquilin-2,2940000,2740000,2490000,2650000,2720000,2510000,2723333.33333333,2626666.66666667,0.964504283965728,-0.0521404486893073
Q9UHG3,PCYOX_HUMAN,PCYOX1,Prenylcysteine oxidase 1,1380000,1300000,1320000,1530000,1570000,1450000,1333333.33333333,1516666.66666667,1.1375,0.185866545311334
Q9UHI6,DDX20_HUMAN,DDX20,Probable ATP-dependent RNA helicase DDX20,607659,638964,810313,689433,710061,598520,685645.333333333,666004.666666667,0.971354480644998,-0.0419302141325006
Q9UHJ6,SHPK_HUMAN,SHPK,Sedoheptulokinase,524275,592506,596489,491195,627449,552980,571090,557208,0.975692097567809,-0.0355021513972952
Q9UHR4,BI2L1_HUMAN,BAIAP2L1,BAR/IMD domain-containing adapter protein 2-like 1,87610.1,55739.5,109617,39718.3,70964.4,39718.3,84322.2,50133.6666666667,0.594548845578823,-0.750132754421003
Q9UHR5,S30BP_HUMAN,SAP30BP,SAP30-binding protein,549865,587678,589465,572854,696986,656023,575669.333333333,641954.333333333,1.11514422631511,0.15723031205895
Q9UHR6,ZNHI2_HUMAN,ZNHIT2,Zinc finger HIT domain-containing protein 2,40156.1,45404.1,67166,71133.4,54107.6,54107.6,50908.7333333333,59782.8666666667,1.17431455768558,0.231818907619717
Q9UHV9,PFD2_HUMAN,PFDN2,Prefoldin subunit 2,4760000,3690000,4670000,5030000,4170000,4760000,4373333.33333333,4653333.33333333,1.0640243902439,0.0895312215915685
Q9UHW5,GPN3_HUMAN,GPN3,GPN-loop GTPase 3,358586,339077,417992,432146,311529,392110,371885,378595,1.01804321228337,0.0257987999438639
Q9UHX1,PUF60_HUMAN,PUF60,Poly(U)-binding-splicing factor PUF60,2880000,3410000,2830000,3250000,2770000,2780000,3040000,2933333.33333333,0.964912280701754,-0.0515303006400821
Q9UHY1,NRBP_HUMAN,NRBP1,Nuclear receptor-binding protein,675293,692436,657078,512255,624662,727685,674935.666666667,621534,0.920878878826476,-0.118916680598472
Q9UHY7,ENOPH_HUMAN,ENOPH1,Enolase-phosphatase E1,1160000,1360000,1420000,1410000,1270000,1520000,1313333.33333333,1400000,1.06598984771574,0.0921936982097465
Q9UI10,EI2BD_HUMAN,EIF2B4,Translation initiation factor eIF2B subunit delta,607513,637947,734861,665932,481236,489754,660107,545640.666666667,0.826594274362591,-0.274748724372714
Q9UI12,VATH_HUMAN,ATP6V1H,V-type proton ATPase subunit H,996858,915786,974010,903470,1010000,1120000,962218,1011156.66666667,1.05086026936377,0.0715708499872791
Q9UI14,PRAF1_HUMAN,RABAC1,Prenylated Rab acceptor protein 1,572607,572607,767627,386525,386525,548268,637613.666666667,440439.333333333,0.690762065430425,-0.533739238306172
Q9UI26,IPO11_HUMAN,IPO11,Importin-11,958436,854024,795992,984599,529542,621027,869484,711722.666666667,0.818557519939029,-0.288844296617875
Q9UI30,TR112_HUMAN,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,2670000,3090000,1990000,2390000,2500000,2160000,2583333.33333333,2350000,0.909677419354839,-0.136573052875444
Q9UIA9,XPO7_HUMAN,XPO7,Exportin-7,1480000,1720000,1640000,1660000,1720000,1490000,1613333.33333333,1623333.33333333,1.00619834710744,0.0089147248077477
Q9UIC8,LCMT1_HUMAN,LCMT1,Leucine carboxyl methyltransferase 1,185809,213287,186980,286861,232167,215668,195358.666666667,244898.666666667,1.25358485930152,0.326059660272111
Q9UID3,VPS51_HUMAN,VPS51,Vacuolar protein sorting-associated protein 51 homolog,144777,173852,187813,207762,92998.1,126878,168814,142546.033333333,0.84439698919126,-0.24400666031241
Q9UII2,ATIF1_HUMAN,ATP5IF1,"ATPase inhibitor, mitochondrial",784715,784715,1280000,884328,897860,1210000,949810,997396,1.05010054642507,0.0705274715904622
Q9UIJ7,KAD3_HUMAN,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",875768,1050000,1040000,1050000,994466,1020000,988589.333333333,1021488.66666667,1.03327906970471,0.047229952271737
Q9UIQ6,LCAP_HUMAN,LNPEP,Leucyl-cystinyl aminopeptidase,304493,286246,137207,98367.7,246782,98367.7,242648.666666667,147839.133333333,0.609272391083954,-0.714840728155508
Q9UIV1,CNOT7_HUMAN,CNOT7,CCR4-NOT transcription complex subunit 7,229802,291631,192268,194953,295549,320113,237900.333333333,270205,1.13579075831476,0.183697078023753
Q9UJ41,RABX5_HUMAN,RABGEF1,Rab5 GDP/GTP exchange factor,79616.8,113839,78029.7,134104,115155,107379,90495.1666666667,118879.333333333,1.31365395205269,0.393585285243321
Q9UJ70,NAGK_HUMAN,NAGK,N-acetyl-D-glucosamine kinase,650531,604843,721038,751125,773442,967120,658804,830562.333333333,1.26071234135393,0.334239131300893
Q9UJ83,HACL1_HUMAN,HACL1,2-hydroxyacyl-CoA lyase 1,178863,159031,144991,277432,212798,232936,160961.666666667,241055.333333333,1.49759466539652,0.582647200998372
Q9UJA5,TRM6_HUMAN,TRMT6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,415134,427701,352412,456873,491262,356645,398415.666666667,434926.666666667,1.09164047263871,0.126497788725007
Q9UJC3,HOOK1_HUMAN,HOOK1,Protein Hook homolog 1,375683,408017,473430,424777,339170,421141,419043.333333333,395029.333333333,0.942693277544884,-0.0851396547886613
Q9UJS0,S2513_HUMAN,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",279807,364507,321146,325604,279991,256846,321820,287480.333333333,0.893295423942991,-0.16279072337758
Q9UJU6,DBNL_HUMAN,DBNL,Drebrin-like protein,1980000,1900000,1900000,1910000,2230000,1870000,1926666.66666667,2003333.33333333,1.03979238754325,0.0562954982105064
Q9UJV9,DDX41_HUMAN,DDX41,Probable ATP-dependent RNA helicase DDX41,68630.8,55736.5,224394,1,1,1,116253.766666667,1,0.00000860187182465486,-16.8269179352879
Q9UJW0,DCTN4_HUMAN,DCTN4,Dynactin subunit 4,601080,738397,705432,852836,835171,724535,681636.333333333,804180.666666667,1.17977963811593,0.238517414938011
Q9UJY4,GGA2_HUMAN,GGA2,ADP-ribosylation factor-binding protein GGA2,317636,582463,435005,427958,433788,543333,445034.666666667,468359.666666667,1.05241164733234,0.0736991204119787
Q9UJY5,GGA1_HUMAN,GGA1,ADP-ribosylation factor-binding protein GGA1,241819,179305,199375,183315,183315,183315,206833,183315,0.886294740201032,-0.174141543382063
Q9UJZ1,STML2_HUMAN,STOML2,"Stomatin-like protein 2, mitochondrial",1160000,1230000,1120000,1380000,1330000,1090000,1170000,1266666.66666667,1.08262108262108,0.114528388026387
Q9UK41,VPS28_HUMAN,VPS28,Vacuolar protein sorting-associated protein 28 homolog,288831,295361,318872,275715,290896,361324,301021.333333333,309311.666666667,1.02754068371677,0.0391955160816189
Q9UK45,LSM7_HUMAN,LSM7,U6 snRNA-associated Sm-like protein LSm7,1990000,2170000,2070000,2320000,1940000,1840000,2076666.66666667,2033333.33333333,0.979133226324237,-0.0304229205737533
Q9UK59,DBR1_HUMAN,DBR1,Lariat debranching enzyme,305402,266263,224032,220655,310248,227472,265232.333333333,252791.666666667,0.953095210865443,-0.0693077533835394
Q9UK76,JUPI1_HUMAN,JPT1,Jupiter microtubule associated homolog 1,1870000,2130000,1750000,2070000,2380000,1580000,1916666.66666667,2010000,1.04869565217391,0.0685960460683472
Q9UKA9,PTBP2_HUMAN,PTBP2,Polypyrimidine tract-binding protein 2,8950000,9880000,9800000,7770000,7750000,6780000,9543333.33333333,7433333.33333333,0.778903248340901,-0.360483960191686
Q9UKB1,FBW1B_HUMAN,FBXW11,F-box/WD repeat-containing protein 11,106712,106712,106712,83941.3,83941.3,83941.3,106712,83941.3,0.786615375965215,-0.346269707981114
Q9UKD2,MRT4_HUMAN,MRTO4,mRNA turnover protein 4 homolog,2100000,2770000,1920000,2350000,1220000,3140000,2263333.33333333,2236666.66666667,0.988217967599411,-0.0170988080445485
Q9UKF6,CPSF3_HUMAN,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,811391,928694,910898,776462,711774,672797,883661,720344.333333333,0.815181764651075,-0.294806315637944
Q9UKG1,DP13A_HUMAN,APPL1,DCC-interacting protein 13-alpha,211861,291181,243575,190809,237665,229449,248872.333333333,219307.666666667,0.881205490900957,-0.182449610208416
Q9UKK9,NUDT5_HUMAN,NUDT5,ADP-sugar pyrophosphatase,5030000,4860000,4770000,4640000,4710000,4250000,4886666.66666667,4533333.33333333,0.927694406548431,-0.10827845199611
Q9UKL0,RCOR1_HUMAN,RCOR1,REST corepressor 1,251798,198303,178343,227609,193643,179768,209481.333333333,200340,0.95636206249085,-0.0643711933424998
Q9UKM9,RALY_HUMAN,RALY,RNA-binding protein Raly,2650000,2150000,2310000,2140000,1970000,1670000,2370000,1926666.66666667,0.812939521800281,-0.298780067118737
Q9UKN8,TF3C4_HUMAN,GTF3C4,General transcription factor 3C polypeptide 4,96084.8,96084.8,99418.8,40300.9,67004.1,74687.4,97196.1333333333,60664.1333333333,0.624141426750858,-0.680055122604761
Q9UKS6,PACN3_HUMAN,PACSIN3,Protein kinase C and casein kinase substrate in neurons protein 3,198491,196963,239407,172926,176542,152877,211620.333333333,167448.333333333,0.791267694818236,-0.337762237545654
Q9UKU7,ACAD8_HUMAN,ACAD8,"Isobutyryl-CoA dehydrogenase, mitochondrial",239766,239766,239766,145026,145026,145026,239766,145026,0.604864743124546,-0.725315524796554
Q9UKV3,ACINU_HUMAN,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,835990,900063,834112,855412,842329,674283,856721.666666667,790674.666666667,0.92290728416269,-0.115742373773966
Q9UKV5,AMFR_HUMAN,AMFR,E3 ubiquitin-protein ligase AMFR,152633,209878,152633,142054,142054,142054,171714.666666667,142054,0.827267715434908,-0.273573813582027
Q9UKV8,AGO2_HUMAN,AGO2,Protein argonaute-2,276179,296251,344056,369426,351186,210631,305495.333333333,310414.333333333,1.01610171895697,0.0230448333002523
Q9UKX7,NUP50_HUMAN,NUP50,Nuclear pore complex protein Nup50,1170000,1110000,1030000,1010000,1160000,1370000,1103333.33333333,1180000,1.06948640483384,0.0969181432757797
Q9UKY7,CDV3_HUMAN,CDV3,Protein CDV3 homolog,1490000,1240000,1410000,1300000,1610000,1310000,1380000,1406666.66666667,1.01932367149759,0.02761223120786
Q9UKZ1,CNO11_HUMAN,CNOT11,CCR4-NOT transcription complex subunit 11,686807,517194,724511,720248,551418,653918,642837.333333333,641861.333333333,0.9984817309926,-0.00219206366027549
Q9UL15,BAG5_HUMAN,BAG5,BAG family molecular chaperone regulator 5,294277,299685,260342,329555,324016,284874,284768,312815,1.09849070120238,0.135522657302391
Q9UL25,RAB21_HUMAN,RAB21,Ras-related protein Rab-21,2200000,1990000,2040000,2210000,2290000,2330000,2076666.66666667,2276666.66666667,1.09630818619583,0.132653415266089
Q9UL33,TPC2L_HUMAN,TRAPPC2L,Trafficking protein particle complex subunit 2-like protein,341068,305127,272559,217856,336051,208017,306251.333333333,253974.666666667,0.829301423449585,-0.270031526245469
Q9UL40,ZN346_HUMAN,ZNF346,Zinc finger protein 346,371616,461817,618993,728370,504527,450168,484142,561021.666666667,1.15879569768098,0.212626233364523
Q9UL46,PSME2_HUMAN,PSME2,Proteasome activator complex subunit 2,1200000,1760000,1450000,1060000,1040000,1160000,1470000,1086666.66666667,0.739229024943311,-0.435906691326443
Q9UL63,MKLN1_HUMAN,MKLN1,Muskelin,1,1,1,144462,113992,90722.7,1,116392.233333333,116392.233333333,16.8286352671734
Q9ULA0,DNPEP_HUMAN,DNPEP,Aspartyl aminopeptidase,999521,895346,651522,972951,958385,987257,848796.333333333,972864.333333333,1.14616934019115,0.196820210068339
Q9ULC3,RAB23_HUMAN,RAB23,Ras-related protein Rab-23,293778,299524,352062,269792,368284,304483,315121.333333333,314186.333333333,0.997032888918977,-0.00428699959417185
Q9ULC4,MCTS1_HUMAN,MCTS1,Malignant T-cell-amplified sequence 1,727081,719147,1050000,764194,654070,682599,832076,700287.666666667,0.841615028755386,-0.248767627760382
Q9ULE6,PALD_HUMAN,PALD1,Paladin,51733.8,68589.6,76054.2,54934.9,68527.4,86073.8,65459.2,69845.3666666667,1.06700611475036,0.0935684439174836
Q9ULK4,MED23_HUMAN,MED23,Mediator of RNA polymerase II transcription subunit 23,81094.6,76270,76826.9,57866.3,54771.9,54771.9,78063.8333333333,55803.3666666667,0.714842767564152,-0.484302144465755
Q9ULP9,TBC24_HUMAN,TBC1D24,TBC1 domain family member 24,155996,140561,190777,152044,152838,182829,162444.666666667,162570.333333333,1.00077359675295,0.00111563272981005
Q9ULR0,ISY1_HUMAN,ISY1,Pre-mRNA-splicing factor ISY1 homolog,625844,481535,602848,738964,620414,583985,570075.666666667,647787.666666667,1.13631874599103,0.184367578467924
Q9ULT8,HECD1_HUMAN,HECTD1,E3 ubiquitin-protein ligase HECTD1,1800000,1520000,1630000,1650000,1600000,1640000,1650000,1630000,0.987878787878788,-0.0175940600147382
Q9ULV4,COR1C_HUMAN,CORO1C,Coronin-1C,1980000,1930000,2390000,1660000,2100000,2300000,2100000,2020000,0.961904761904762,-0.0560340349143279
Q9ULX3,NOB1_HUMAN,NOB1,RNA-binding protein NOB1,207432,197695,267175,160358,224971,224972,224100.666666667,203433.666666667,0.907778052125384,-0.139588487061703
Q9ULX6,AKP8L_HUMAN,AKAP8L,A-kinase anchor protein 8-like,526429,521720,629847,524605,548867,539137,559332,537536.333333333,0.961032684225707,-0.05734259774005
Q9UM54,MYO6_HUMAN,MYO6,Unconventional myosin-VI,634031,573364,635927,656929,712178,783574,614440.666666667,717560.333333333,1.16782689079824,0.223826436635747
Q9UMR2,DD19B_HUMAN,DDX19B,ATP-dependent RNA helicase DDX19B,290898,214663,119739,290128,174014,183606,208433.333333333,215916,1.03589956820726,0.050884138668424
Q9UMR5,PPT2_HUMAN,PPT2,Lysosomal thioesterase PPT2,418233,673176,487400,548405,508134,350701,526269.666666667,469080,0.89133011022866,-0.16596825215474
Q9UMS0,NFU1_HUMAN,NFU1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",664461,609035,655429,688098,680065,683808,642975,683990.333333333,1.06378993480825,0.0892132918815236
Q9UMS4,PRP19_HUMAN,PRPF19,Pre-mRNA-processing factor 19,3640000,4960000,4430000,4440000,2900000,2740000,4343333.33333333,3360000,0.773599386032233,-0.370341445068218
Q9UMX0,UBQL1_HUMAN,UBQLN1,Ubiquilin-1,912395,848976,792038,803800,962036,641333,851136.333333333,802389.666666667,0.942727545802494,-0.0850872117004056
Q9UMX5,NENF_HUMAN,NENF,Neudesin,281925,670734,281925,598299,421940,421940,411528,480726.333333333,1.16814975732716,0.224225240231222
